shipment_id,supplier_id,product_id,destination_warehouse_id,origin_city,origin_country,destination_city,destination_country,order_date,scheduled_delivery_date,actual_delivery_date,delay_days,shipping_mode,carrier,status,quantity_units,shipment_cost_usd,is_late,late_delivery_risk,severity,risk_score
SHP-1385,SUP-040,PRD-120,WH-14,London,United Kingdom,Johannesburg,South Africa,2022-07-03,2022-07-13,2022-07-24,11,Rail,Union Pacific,Delayed,293,27322.25,1,0.91,high,0.834
SHP-1386,SUP-031,PRD-092,WH-04,New York,United States,Houston,United States,2024-06-25,2024-06-29,2024-06-30,1,Sea,CMA CGM,Delayed,98,3763.2,1,0.69,medium,0.367
SHP-1387,SUP-014,PRD-042,WH-06,São Paulo,Brazil,Paris,France,2022-08-06,2022-08-22,2022-08-22,0,Rail,Union Pacific,Delivered,306,29682.0,0,0.35,low,0.107
SHP-1388,SUP-050,PRD-150,WH-01,Seoul,Japan,Chicago,United States,2023-01-01,2023-01-19,2023-01-20,1,Rail,Union Pacific,Delayed,128,4256.0,1,0.76,medium,0.39
SHP-1389,SUP-005,PRD-014,WH-08,Milan,Italy,Amsterdam,Netherlands,2024-10-18,2024-10-24,2024-10-25,1,Road,DB Schenker,Delayed,73,6208.65,1,0.3,medium,0.239
SHP-1390,SUP-001,PRD-002,WH-08,Lagos,Nigeria,Amsterdam,Netherlands,2023-09-17,2023-10-13,2023-10-13,0,Air,DHL,Delivered,474,122292.0,0,0.55,low,0.175
SHP-1391,SUP-019,PRD-056,WH-11,Santiago,Peru,Santiago,Chile,2022-04-28,2022-05-11,2022-05-12,1,Road,J.B. Hunt,Delayed,262,13938.4,1,0.55,medium,0.32
SHP-1392,SUP-030,PRD-088,WH-04,Ho Chi Minh City,Japan,Houston,United States,2023-11-19,2023-12-07,2023-12-08,1,Air,DHL,Delayed,239,28680.0,1,0.94,medium,0.44
SHP-1393,SUP-023,PRD-067,WH-13,Jakarta,India,Tokyo,Japan,2023-11-07,2023-11-30,2023-11-30,0,Air,Emirates SkyCargo,Delivered,66,18216.0,0,0.52,low,0.166
SHP-1394,SUP-030,PRD-090,WH-02,Jakarta,Japan,Los Angeles,United States,2024-07-12,2024-07-30,2024-07-31,1,Air,DHL,Delayed,29,12064.0,1,0.73,medium,0.377
SHP-1395,SUP-033,PRD-097,WH-08,Chicago,Mexico,Amsterdam,Netherlands,2022-05-26,2022-05-30,2022-05-30,0,Air,Emirates SkyCargo,Delivered,358,166828.0,0,0.38,low,0.122
SHP-1396,SUP-025,PRD-073,WH-01,Lima,Brazil,Chicago,United States,2023-05-14,2023-05-26,2023-06-15,20,Sea,CMA CGM,Delayed,252,20764.8,1,0.77,high,0.792
SHP-1397,SUP-041,PRD-123,WH-15,Mumbai,India,Lagos,Nigeria,2023-11-08,2023-11-27,2023-11-28,1,Road,XPO Logistics,Delayed,244,28182.0,1,0.25,medium,0.223
SHP-1398,SUP-046,PRD-136,WH-15,Jakarta,India,Lagos,Nigeria,2024-12-22,2025-01-11,2025-01-11,0,Sea,CMA CGM,In Transit,235,1128.0,0,0.16,low,0.051
SHP-1399,SUP-045,PRD-133,WH-15,Madrid,Poland,Lagos,Nigeria,2022-12-25,2023-01-06,2023-01-06,0,Sea,Maersk,Delivered,282,3102.0,0,0.25,low,0.079
SHP-1400,SUP-042,PRD-126,WH-03,Buenos Aires,Peru,Toronto,Canada,2022-10-04,2022-10-17,2022-10-17,0,Sea,Maersk,Delivered,416,5574.4,0,0.45,low,0.145
SHP-1401,SUP-030,PRD-089,WH-03,Singapore,Japan,Toronto,Canada,2023-08-05,2023-08-23,2023-08-23,0,Sea,CMA CGM,Cancelled,257,2467.2,0,0.77,low,0.244
SHP-1402,SUP-025,PRD-075,WH-08,Santiago,Brazil,Amsterdam,Netherlands,2024-10-13,2024-10-25,2024-10-30,5,Rail,DB Cargo,Delayed,234,17491.5,1,0.89,medium,0.603
SHP-1403,SUP-030,PRD-089,WH-14,Shanghai,Japan,Johannesburg,South Africa,2023-06-11,2023-06-29,2023-07-02,3,Sea,MSC,Delayed,121,1161.6,1,0.66,medium,0.446
SHP-1404,SUP-050,PRD-149,WH-03,Sydney,Japan,Toronto,Canada,2023-01-17,2023-02-04,2023-02-05,1,Sea,Maersk,Delayed,311,4167.4,1,0.86,medium,0.42
SHP-1405,SUP-020,PRD-059,WH-02,Shanghai,Singapore,Los Angeles,United States,2024-01-30,2024-02-27,2024-02-27,0,Air,FedEx,Delivered,76,16796.0,0,0.1,low,0.034
SHP-1406,SUP-014,PRD-041,WH-04,Buenos Aires,Brazil,Houston,United States,2024-05-23,2024-06-08,2024-06-08,0,Road,J.B. Hunt,Delivered,168,21579.6,0,0.32,low,0.098
SHP-1407,SUP-044,PRD-132,WH-08,Accra,Nigeria,Amsterdam,Netherlands,2024-03-16,2024-04-06,2024-04-06,0,Sea,Maersk,Delivered,172,11558.4,0,0.34,low,0.106
SHP-1408,SUP-050,PRD-149,WH-03,Mumbai,Japan,Toronto,Canada,2023-09-22,2023-10-10,2023-10-10,0,Air,DHL,Delivered,222,14874.0,0,0.82,low,0.263
SHP-1409,SUP-043,PRD-129,WH-02,Mumbai,Australia,Los Angeles,United States,2023-06-14,2023-07-03,2023-07-03,0,Air,FedEx,Delivered,469,176813.0,0,0.17,low,0.054
SHP-1410,SUP-002,PRD-006,WH-05,Lagos,Ghana,Berlin,Germany,2023-12-14,2024-01-10,2024-01-13,3,Road,XPO Logistics,Delayed,314,27255.2,1,0.55,medium,0.41
SHP-1411,SUP-039,PRD-117,WH-06,Atlanta,Mexico,Paris,France,2022-10-28,2022-11-02,2022-11-02,0,Sea,Maersk,Delivered,373,37300.0,0,0.4,low,0.128
SHP-1412,SUP-036,PRD-106,WH-13,Nairobi,Kenya,Tokyo,Japan,2023-09-10,2023-09-30,2023-10-01,1,Road,DB Schenker,Delayed,192,24192.0,1,0.79,medium,0.403
SHP-1413,SUP-042,PRD-124,WH-11,São Paulo,Peru,Santiago,Chile,2023-11-19,2023-12-02,2023-12-03,1,Rail,DB Cargo,Delayed,390,31590.0,1,0.53,medium,0.314
SHP-1414,SUP-041,PRD-121,WH-12,Seoul,India,Singapore,Singapore,2023-12-30,2024-01-18,2024-01-18,0,Road,XPO Logistics,Delivered,395,62489.0,0,0.31,low,0.096
SHP-1415,SUP-027,PRD-080,WH-02,Warsaw,Germany,Los Angeles,United States,2023-01-25,2023-02-04,2023-02-04,0,Road,DB Schenker,Delivered,21,1734.6,0,0.52,low,0.163
SHP-1416,SUP-033,PRD-097,WH-07,Houston,Mexico,London,United Kingdom,2022-05-21,2022-05-25,2022-05-25,0,Sea,MSC,Delivered,376,35043.2,0,0.45,low,0.143
SHP-1417,SUP-030,PRD-088,WH-13,Tokyo,Japan,Tokyo,Japan,2023-04-02,2023-04-20,2023-04-21,1,Rail,DB Cargo,Delayed,444,13320.0,1,0.77,medium,0.389
SHP-1418,SUP-046,PRD-138,WH-01,Shanghai,India,Chicago,United States,2023-11-06,2023-11-26,2023-11-26,0,Air,DHL,Delivered,29,13775.0,0,0.14,low,0.045
SHP-1419,SUP-046,PRD-137,WH-14,Sydney,India,Johannesburg,South Africa,2024-11-23,2024-12-13,2024-12-13,0,Air,FedEx,Delivered,215,25370.0,0,0.28,low,0.087
SHP-1420,SUP-005,PRD-013,WH-06,Milan,Italy,Paris,France,2024-06-16,2024-06-22,2024-06-23,1,Rail,Union Pacific,Delayed,126,4095.0,1,0.3,medium,0.239
SHP-1421,SUP-005,PRD-013,WH-08,Stockholm,Italy,Amsterdam,Netherlands,2024-12-09,2024-12-15,2024-12-15,0,Sea,MSC,In Transit,404,10504.0,0,0.15,low,0.049
SHP-1422,SUP-050,PRD-148,WH-02,Mumbai,Japan,Los Angeles,United States,2022-10-01,2022-10-19,2022-10-20,1,Air,DHL,Delayed,88,5808.0,1,0.75,medium,0.387
SHP-1423,SUP-041,PRD-121,WH-02,Mumbai,India,Los Angeles,United States,2022-10-09,2022-10-28,2022-10-28,0,Sea,CMA CGM,Delivered,374,33809.6,0,0.09,low,0.03
SHP-1424,SUP-033,PRD-098,WH-10,Chicago,Mexico,Bogotá,Colombia,2024-06-15,2024-06-19,2024-06-20,1,Road,DB Schenker,Delayed,147,9878.4,1,0.62,medium,0.339
SHP-1425,SUP-005,PRD-013,WH-01,Stockholm,Italy,Chicago,United States,2022-10-24,2022-10-30,2022-10-30,0,Road,DB Schenker,Delivered,107,4868.5,0,0.12,low,0.04
SHP-1426,SUP-019,PRD-056,WH-11,São Paulo,Peru,Santiago,Chile,2022-09-18,2022-10-01,2022-10-01,0,Rail,BNSF Railway,Delivered,434,16492.0,0,0.57,low,0.181
SHP-1427,SUP-002,PRD-004,WH-13,Lagos,Ghana,Tokyo,Japan,2022-12-01,2022-12-28,2022-12-28,0,Air,DHL,Delivered,471,6123.0,0,0.46,low,0.148
SHP-1428,SUP-034,PRD-102,WH-12,Nairobi,South Africa,Singapore,Singapore,2024-08-05,2024-09-01,2024-09-01,0,Sea,CMA CGM,Delivered,373,19619.8,0,0.8,low,0.252
SHP-1429,SUP-022,PRD-065,WH-10,Lima,Chile,Bogotá,Colombia,2023-01-10,2023-01-28,2023-01-29,1,Sea,CMA CGM,Delayed,466,28985.2,1,0.33,medium,0.247
SHP-1430,SUP-014,PRD-042,WH-05,Buenos Aires,Brazil,Berlin,Germany,2023-11-27,2023-12-13,2023-12-13,0,Rail,DB Cargo,Delivered,99,9603.0,0,0.14,low,0.044
SHP-1431,SUP-004,PRD-012,WH-10,Dallas,United States,Bogotá,Colombia,2024-03-18,2024-03-23,2024-03-23,0,Sea,CMA CGM,Delivered,391,35502.8,0,0.27,low,0.083
SHP-1432,SUP-021,PRD-062,WH-02,Mumbai,Australia,Los Angeles,United States,2024-07-13,2024-08-10,2024-08-10,0,Air,DHL,Delivered,64,2816.0,0,0.94,low,0.297
SHP-1433,SUP-011,PRD-033,WH-05,Lima,Brazil,Berlin,Germany,2023-12-18,2023-12-29,2024-01-05,7,Road,J.B. Hunt,Delayed,489,61442.85,1,0.62,high,0.611
SHP-1434,SUP-007,PRD-020,WH-01,Vancouver,Canada,Chicago,United States,2023-08-20,2023-08-24,2023-08-24,0,Rail,BNSF Railway,Delivered,97,3637.5,0,0.46,low,0.146
SHP-1435,SUP-042,PRD-126,WH-07,Bogotá,Peru,London,United Kingdom,2023-12-28,2024-01-10,2024-01-11,1,Road,XPO Logistics,Delayed,272,6378.4,1,0.38,medium,0.269
SHP-1436,SUP-015,PRD-043,WH-04,Warsaw,Germany,Houston,United States,2024-11-06,2024-11-12,2024-11-15,3,Air,FedEx,Delayed,110,17820.0,1,0.76,medium,0.485
SHP-1437,SUP-026,PRD-078,WH-07,Accra,South Africa,London,United Kingdom,2024-02-23,2024-03-15,2024-03-16,1,Road,J.B. Hunt,Delayed,296,9116.8,1,0.59,medium,0.328
SHP-1438,SUP-018,PRD-053,WH-01,Madrid,Poland,Chicago,United States,2024-06-25,2024-07-01,2024-07-01,0,Sea,CMA CGM,Delivered,275,3355.0,0,0.5,low,0.16
SHP-1439,SUP-042,PRD-125,WH-09,Bogotá,Peru,São Paulo,Brazil,2022-10-28,2022-11-10,2022-11-13,3,Road,J.B. Hunt,Delayed,198,4643.1,1,0.37,medium,0.356
SHP-1440,SUP-026,PRD-076,WH-13,Cairo,South Africa,Tokyo,Japan,2023-06-12,2023-07-03,2023-07-03,0,Sea,CMA CGM,Delivered,356,3346.4,0,0.41,low,0.129
SHP-1441,SUP-043,PRD-129,WH-04,Sydney,Australia,Houston,United States,2023-04-23,2023-05-12,2023-05-12,0,Sea,MSC,Delivered,426,32120.4,0,0.1,low,0.033
SHP-1442,SUP-028,PRD-084,WH-11,São Paulo,Colombia,Santiago,Chile,2023-11-18,2023-12-08,2023-12-12,4,Air,Emirates SkyCargo,Delayed,208,416.0,1,0.52,medium,0.443
SHP-1443,SUP-014,PRD-040,WH-07,Bogotá,Brazil,London,United Kingdom,2023-10-02,2023-10-18,2023-10-19,1,Road,J.B. Hunt,Delayed,317,35282.1,1,0.17,medium,0.198
SHP-1444,SUP-033,PRD-097,WH-05,Toronto,Mexico,Berlin,Germany,2024-12-10,2024-12-14,2024-12-14,0,Rail,DB Cargo,In Transit,240,27960.0,0,0.46,low,0.146
SHP-1445,SUP-027,PRD-081,WH-01,Berlin,Germany,Chicago,United States,2023-11-27,2023-12-07,2023-12-08,1,Air,Emirates SkyCargo,Delayed,295,23895.0,1,0.58,medium,0.326
SHP-1446,SUP-004,PRD-010,WH-09,Houston,United States,São Paulo,Brazil,2022-11-18,2022-11-23,2022-11-24,1,Air,DHL,Delayed,68,18088.0,1,0.33,medium,0.246
SHP-1447,SUP-015,PRD-043,WH-02,Madrid,Germany,Los Angeles,United States,2024-11-13,2024-11-19,2024-11-19,0,Road,J.B. Hunt,Delivered,98,5556.6,0,0.91,low,0.295
SHP-1448,SUP-040,PRD-119,WH-14,Milan,United Kingdom,Johannesburg,South Africa,2024-04-02,2024-04-12,2024-04-22,10,Sea,CMA CGM,Delayed,295,19411.0,1,0.67,high,0.762
SHP-1449,SUP-025,PRD-074,WH-11,São Paulo,Brazil,Santiago,Chile,2022-03-29,2022-04-10,2022-04-28,18,Sea,CMA CGM,Delayed,288,20160.0,1,0.79,high,0.798
SHP-1450,SUP-026,PRD-078,WH-08,Cairo,South Africa,Amsterdam,Netherlands,2024-04-02,2024-04-23,2024-04-23,0,Road,J.B. Hunt,Delivered,80,2464.0,0,0.53,low,0.165
SHP-1451,SUP-049,PRD-145,WH-04,Atlanta,Canada,Houston,United States,2022-12-28,2023-01-02,2023-01-02,0,Air,DHL,Delivered,118,7552.0,0,0.1,low,0.033
SHP-1452,SUP-025,PRD-075,WH-10,São Paulo,Brazil,Bogotá,Colombia,2023-12-07,2023-12-19,2023-12-19,0,Road,J.B. Hunt,Delivered,489,51173.85,0,0.91,low,0.284
SHP-1453,SUP-048,PRD-142,WH-10,Santiago,Peru,Bogotá,Colombia,2023-12-20,2024-01-03,2024-01-03,0,Road,J.B. Hunt,Delivered,373,35640.15,0,0.21,low,0.063
SHP-1454,SUP-045,PRD-133,WH-14,Amsterdam,Poland,Johannesburg,South Africa,2022-08-16,2022-08-28,2022-08-29,1,Sea,MSC,Delayed,30,330.0,1,0.27,medium,0.23
SHP-1455,SUP-050,PRD-148,WH-12,Shanghai,Japan,Singapore,Singapore,2022-01-12,2022-01-30,2022-01-31,1,Sea,Maersk,Delayed,466,6151.2,1,0.68,medium,0.366
SHP-1456,SUP-026,PRD-078,WH-14,Nairobi,South Africa,Johannesburg,South Africa,2023-01-03,2023-01-24,2023-01-24,0,Rail,BNSF Railway,Delivered,383,8426.0,0,0.35,low,0.111
SHP-1457,SUP-028,PRD-084,WH-11,Santiago,Colombia,Santiago,Chile,2022-12-17,2023-01-06,2023-01-06,0,Road,J.B. Hunt,Delivered,51,35.7,0,0.37,low,0.118
SHP-1458,SUP-031,PRD-093,WH-11,Toronto,United States,Santiago,Chile,2024-07-25,2024-07-29,2024-07-29,0,Air,Emirates SkyCargo,Delivered,475,17100.0,0,0.71,low,0.228
SHP-1459,SUP-038,PRD-114,WH-11,Houston,Canada,Santiago,Chile,2023-03-16,2023-03-19,2023-03-19,0,Road,J.B. Hunt,Delivered,192,8601.6,0,0.24,low,0.074
SHP-1460,SUP-044,PRD-132,WH-12,Lagos,Nigeria,Singapore,Singapore,2024-03-25,2024-04-15,2024-04-16,1,Rail,DB Cargo,Delayed,20,1680.0,1,0.34,medium,0.251
SHP-1461,SUP-017,PRD-049,WH-05,Lagos,Egypt,Berlin,Germany,2023-04-08,2023-05-10,2023-05-11,1,Road,J.B. Hunt,Delayed,134,10552.5,1,0.15,medium,0.191
SHP-1462,SUP-016,PRD-047,WH-15,Accra,Kenya,Lagos,Nigeria,2024-09-03,2024-09-27,2024-09-27,0,Road,DB Schenker,Delivered,478,1003.8,0,0.79,low,0.249
SHP-1463,SUP-030,PRD-088,WH-12,Sydney,Japan,Singapore,Singapore,2024-01-29,2024-02-16,2024-02-23,7,Sea,CMA CGM,Delayed,436,10464.0,1,0.73,high,0.647
SHP-1464,SUP-007,PRD-021,WH-03,Vancouver,Canada,Toronto,Canada,2024-06-29,2024-07-03,2024-07-10,7,Road,DB Schenker,Delayed,323,45220.0,1,0.48,high,0.567
SHP-1465,SUP-039,PRD-117,WH-04,Atlanta,Mexico,Houston,United States,2023-12-18,2023-12-23,2023-12-23,0,Air,Emirates SkyCargo,Delivered,28,14000.0,0,0.65,low,0.203
SHP-1466,SUP-049,PRD-145,WH-11,Dallas,Canada,Santiago,Chile,2024-01-25,2024-01-30,2024-01-30,0,Sea,Maersk,Delivered,333,4262.4,0,0.31,low,0.096
SHP-1467,SUP-041,PRD-121,WH-01,Jakarta,India,Chicago,United States,2024-12-19,2025-01-07,2025-01-07,0,Rail,Union Pacific,In Transit,186,21018.0,0,0.12,low,0.039
SHP-1468,SUP-023,PRD-069,WH-14,Shanghai,India,Johannesburg,South Africa,2024-06-29,2024-07-22,2024-07-22,0,Sea,CMA CGM,Delivered,31,2666.0,0,0.48,low,0.154
SHP-1469,SUP-044,PRD-131,WH-05,Accra,Nigeria,Berlin,Germany,2024-04-23,2024-05-14,2024-05-14,0,Air,FedEx,Delivered,313,2504.0,0,0.24,low,0.076
SHP-1470,SUP-037,PRD-109,WH-14,Berlin,Germany,Johannesburg,South Africa,2024-07-25,2024-08-03,2024-08-03,0,Sea,CMA CGM,Delivered,455,4641.0,0,0.82,low,0.266
SHP-1471,SUP-031,PRD-092,WH-02,Houston,United States,Los Angeles,United States,2024-10-29,2024-11-02,2024-11-02,0,Sea,MSC,Delivered,449,17241.6,0,0.79,low,0.252
SHP-1472,SUP-044,PRD-131,WH-06,Cairo,Nigeria,Paris,France,2024-12-28,2025-01-18,2025-01-19,1,Road,J.B. Hunt,Delayed,34,95.2,1,0.13,medium,0.188
SHP-1473,SUP-026,PRD-076,WH-05,Accra,South Africa,Berlin,Germany,2024-03-18,2024-04-08,2024-04-09,1,Road,XPO Logistics,Delayed,103,1694.35,1,0.47,medium,0.292
SHP-1474,SUP-035,PRD-103,WH-12,Cairo,Kenya,Singapore,Singapore,2023-08-17,2023-09-12,2023-09-12,0,Air,Emirates SkyCargo,Delivered,111,36408.0,0,0.13,low,0.042
SHP-1475,SUP-022,PRD-065,WH-06,São Paulo,Chile,Paris,France,2024-12-18,2025-01-05,2025-01-06,1,Air,FedEx,Delayed,176,54736.0,1,0.25,medium,0.223
SHP-1476,SUP-040,PRD-120,WH-08,Milan,United Kingdom,Amsterdam,Netherlands,2023-06-21,2023-07-01,2023-07-01,0,Sea,Maersk,Delivered,27,2014.2,0,0.69,low,0.218
SHP-1477,SUP-034,PRD-101,WH-14,Johannesburg,South Africa,Johannesburg,South Africa,2024-11-24,2024-12-21,2024-12-28,7,Rail,BNSF Railway,Delayed,202,24391.5,1,0.84,high,0.679
SHP-1478,SUP-002,PRD-005,WH-12,Nairobi,Ghana,Singapore,Singapore,2022-07-18,2022-08-14,2022-08-14,0,Air,FedEx,Delivered,297,67716.0,0,0.55,low,0.175
SHP-1479,SUP-024,PRD-071,WH-15,Shanghai,Indonesia,Lagos,Nigeria,2024-10-26,2024-11-17,2024-11-17,0,Rail,BNSF Railway,Delivered,80,1160.0,0,0.81,low,0.261
SHP-1480,SUP-014,PRD-041,WH-08,São Paulo,Brazil,Amsterdam,Netherlands,2022-11-12,2022-11-28,2022-11-28,0,Air,DHL,Delivered,158,57986.0,0,0.33,low,0.101
SHP-1481,SUP-025,PRD-074,WH-11,Lima,Brazil,Santiago,Chile,2022-03-30,2022-04-11,2022-04-13,2,Rail,Union Pacific,Delayed,439,38412.5,1,0.92,medium,0.477
SHP-1482,SUP-015,PRD-044,WH-05,Warsaw,Germany,Berlin,Germany,2022-10-18,2022-10-24,2022-10-24,0,Sea,MSC,Delivered,332,24900.0,0,0.83,low,0.271
SHP-1483,SUP-036,PRD-106,WH-08,Cairo,Kenya,Amsterdam,Netherlands,2022-10-20,2022-11-09,2022-11-10,1,Sea,MSC,Delayed,245,17640.0,1,0.89,medium,0.433
SHP-1484,SUP-022,PRD-065,WH-02,Santiago,Chile,Los Angeles,United States,2024-03-07,2024-03-25,2024-03-25,0,Road,DB Schenker,Delivered,325,35376.25,0,0.12,low,0.039
SHP-1485,SUP-033,PRD-098,WH-03,Los Angeles,Mexico,Toronto,Canada,2023-04-20,2023-04-24,2023-04-24,0,Sea,Maersk,Delivered,90,3456.0,0,0.44,low,0.14
SHP-1486,SUP-049,PRD-146,WH-04,Los Angeles,Canada,Houston,United States,2022-12-07,2022-12-12,2022-12-12,0,Road,J.B. Hunt,Delivered,48,1747.2,0,0.05,low,0.018
SHP-1487,SUP-021,PRD-062,WH-01,Seoul,Australia,Chicago,United States,2022-07-07,2022-08-04,2022-08-12,8,Rail,BNSF Railway,Delayed,93,1023.0,1,0.84,high,0.727
SHP-1488,SUP-035,PRD-104,WH-05,Cairo,Kenya,Berlin,Germany,2023-07-09,2023-08-04,2023-08-04,0,Air,FedEx,Delivered,304,51680.0,0,0.15,low,0.048
SHP-1489,SUP-046,PRD-137,WH-04,Seoul,India,Houston,United States,2023-01-06,2023-01-26,2023-01-26,0,Sea,MSC,Delivered,91,2147.6,0,0.26,low,0.081
SHP-1490,SUP-026,PRD-076,WH-12,Johannesburg,South Africa,Singapore,Singapore,2024-10-25,2024-11-15,2024-11-16,1,Air,DHL,Delayed,48,2256.0,1,0.45,medium,0.286
SHP-1491,SUP-005,PRD-015,WH-05,Stockholm,Italy,Berlin,Germany,2023-09-24,2023-09-30,2023-09-30,0,Sea,MSC,Delivered,261,6159.6,0,0.12,low,0.04
SHP-1492,SUP-029,PRD-087,WH-01,Bogotá,Colombia,Chicago,United States,2022-10-17,2022-10-27,2022-11-02,6,Road,J.B. Hunt,Delayed,171,20887.65,1,0.38,high,0.494
SHP-1493,SUP-035,PRD-103,WH-08,Accra,Kenya,Amsterdam,Netherlands,2023-09-07,2023-10-03,2023-10-03,0,Sea,MSC,Delivered,168,11020.8,0,0.3,low,0.093
SHP-1494,SUP-043,PRD-127,WH-12,Jakarta,Australia,Singapore,Singapore,2023-04-19,2023-05-08,2023-05-08,0,Air,DHL,Delivered,291,120765.0,0,0.12,low,0.039
SHP-1495,SUP-008,PRD-022,WH-04,Houston,Mexico,Houston,United States,2024-12-03,2024-12-08,2024-12-08,0,Rail,Union Pacific,In Transit,499,1871.25,0,0.06,low,0.019
SHP-1496,SUP-036,PRD-108,WH-05,Accra,Kenya,Berlin,Germany,2022-05-20,2022-06-09,2022-06-14,5,Air,Emirates SkyCargo,Delayed,242,90508.0,1,0.71,medium,0.559
SHP-1497,SUP-047,PRD-139,WH-10,Toronto,United States,Bogotá,Colombia,2022-09-08,2022-09-15,2022-09-15,0,Sea,CMA CGM,Delivered,128,1996.8,0,0.33,low,0.1
SHP-1498,SUP-049,PRD-145,WH-05,Chicago,Canada,Berlin,Germany,2022-07-27,2022-08-01,2022-08-01,0,Sea,CMA CGM,Delivered,264,3379.2,0,0.11,low,0.036
SHP-1499,SUP-023,PRD-068,WH-15,Tokyo,India,Lagos,Nigeria,2024-09-08,2024-10-01,2024-10-01,0,Air,FedEx,Delivered,321,75435.0,0,0.63,low,0.199
SHP-1500,SUP-025,PRD-073,WH-01,Santiago,Brazil,Chicago,United States,2022-10-07,2022-10-19,2022-10-24,5,Road,DB Schenker,Delayed,154,22206.8,1,0.94,medium,0.618
SHP-1501,SUP-027,PRD-079,WH-15,Berlin,Germany,Lagos,Nigeria,2024-12-18,2024-12-28,2024-12-28,0,Sea,Maersk,In Transit,292,29083.2,0,0.62,low,0.193
SHP-1502,SUP-047,PRD-141,WH-10,Toronto,United States,Bogotá,Colombia,2022-07-14,2022-07-21,2022-07-21,0,Sea,CMA CGM,Delivered,168,7492.8,0,0.32,low,0.097
SHP-1503,SUP-015,PRD-045,WH-01,Warsaw,Germany,Chicago,United States,2023-07-22,2023-07-28,2023-08-02,5,Rail,BNSF Railway,Delayed,334,20708.0,1,0.87,medium,0.608
SHP-1504,SUP-042,PRD-125,WH-05,Buenos Aires,Peru,Berlin,Germany,2024-01-30,2024-02-12,2024-02-12,0,Sea,CMA CGM,Delivered,312,4180.8,0,0.45,low,0.145
SHP-1505,SUP-039,PRD-115,WH-06,Los Angeles,Mexico,Paris,France,2022-11-24,2022-11-29,2022-11-29,0,Road,J.B. Hunt,Delivered,358,10024.0,0,0.62,low,0.194
SHP-1506,SUP-044,PRD-130,WH-05,Nairobi,Nigeria,Berlin,Germany,2024-12-19,2025-01-09,2025-01-09,0,Sea,MSC,In Transit,480,46464.0,0,0.07,low,0.025
SHP-1507,SUP-002,PRD-005,WH-07,Nairobi,Ghana,London,United Kingdom,2023-11-05,2023-12-02,2023-12-02,0,Road,XPO Logistics,Delivered,237,18912.6,0,0.5,low,0.16
SHP-1508,SUP-014,PRD-042,WH-04,Lima,Brazil,Houston,United States,2024-10-21,2024-11-06,2024-11-07,1,Sea,MSC,Delayed,454,35230.4,1,0.21,medium,0.21
SHP-1509,SUP-007,PRD-021,WH-04,Vancouver,Canada,Houston,United States,2022-06-13,2022-06-17,2022-06-17,0,Road,XPO Logistics,Delivered,397,55580.0,0,0.59,low,0.185
SHP-1510,SUP-046,PRD-138,WH-01,Tokyo,India,Chicago,United States,2024-06-30,2024-07-20,2024-07-21,1,Sea,MSC,Delayed,493,46835.0,1,0.18,medium,0.202
SHP-1511,SUP-018,PRD-052,WH-02,Paris,Poland,Los Angeles,United States,2023-10-04,2023-10-10,2023-10-10,0,Sea,Maersk,Delivered,406,11043.2,0,0.57,low,0.181
SHP-1512,SUP-050,PRD-148,WH-04,Mumbai,Japan,Houston,United States,2022-09-17,2022-10-05,2022-10-14,9,Air,Emirates SkyCargo,Delayed,60,3960.0,1,0.65,high,0.717
SHP-1513,SUP-039,PRD-115,WH-07,Vancouver,Mexico,London,United Kingdom,2023-11-04,2023-11-09,2023-11-10,1,Road,J.B. Hunt,Delayed,291,8148.0,1,0.45,medium,0.288
SHP-1514,SUP-039,PRD-115,WH-06,Los Angeles,Mexico,Paris,France,2022-03-29,2022-04-03,2022-04-04,1,Sea,MSC,Delayed,125,2000.0,1,0.47,medium,0.294
SHP-1515,SUP-027,PRD-081,WH-14,Milan,Germany,Johannesburg,South Africa,2023-02-26,2023-03-08,2023-03-08,0,Rail,DB Cargo,Delivered,131,2652.75,0,0.56,low,0.175
SHP-1516,SUP-038,PRD-114,WH-07,Dallas,Canada,London,United Kingdom,2022-12-02,2022-12-05,2022-12-05,0,Road,J.B. Hunt,Delivered,184,8243.2,0,0.34,low,0.104
SHP-1517,SUP-050,PRD-149,WH-13,Jakarta,Japan,Tokyo,Japan,2023-08-21,2023-09-08,2023-09-15,7,Road,XPO Logistics,Delayed,319,7480.55,1,0.8,high,0.672
SHP-1518,SUP-016,PRD-047,WH-08,Johannesburg,Kenya,Amsterdam,Netherlands,2022-07-27,2022-08-20,2022-09-10,21,Sea,CMA CGM,Delayed,486,583.2,1,0.72,high,0.778
SHP-1519,SUP-037,PRD-109,WH-04,Berlin,Germany,Houston,United States,2022-11-21,2022-11-30,2022-12-03,3,Sea,Maersk,Delayed,195,1989.0,1,0.92,medium,0.531
SHP-1520,SUP-024,PRD-070,WH-13,Sydney,Indonesia,Tokyo,Japan,2024-12-14,2025-01-05,2025-01-20,15,Sea,MSC,Delayed,344,27244.8,1,0.92,high,0.844
SHP-1521,SUP-027,PRD-081,WH-01,Warsaw,Germany,Chicago,United States,2023-10-02,2023-10-12,2023-10-14,2,Air,FedEx,Delayed,129,10449.0,1,0.35,medium,0.302
